TOTALWEIGHT;BREAKCLASS;VMAX;TFZ;NUM_TFZ
3100;G;50;155-1;1
3200;G;50;155-1;1
500;P;50;155-1;1
600;P;50;155-1;1
700;P;50;155-1;1
800;P;50;155-1;1
900;P;50;155-1;1
1000;P;50;155-1;1
1100;P;50;155-1;1
1200;P;50;155-1;1
1300;P;50;155-1;1
1400;P;50;155-1;1
1500;P;50;155-1;1
1600;P;50;155-1;1
1700;P;50;155-1;1
1800;P;50;155-1;1
1900;P;50;155-1;1
2000;P;50;155-1;1
2100;P;50;155-1;1
2200;P;50;155-1;1
2300;P;50;155-1;1
2400;P;50;155-1;1
2500;P;50;155-1;1
2600;P;50;155-1;1
2700;P;50;155-1;1
2800;P;50;155-1;1
2900;P;50;155-1;1
3000;P;50;155-1;1
3100;P;50;155-1;1
3200;P;50;155-1;1
500;G;60;155-1;1
600;G;60;155-1;1
700;G;60;155-1;1
800;G;60;155-1;1
900;G;60;155-1;1
1000;G;60;155-1;1
1100;G;60;155-1;1
1200;G;60;155-1;1
1300;G;60;155-1;1
1400;G;60;155-1;1
1500;G;60;155-1;1
1600;G;60;155-1;1
1700;G;60;155-1;1
1800;G;60;155-1;1
1900;G;60;155-1;1
2000;G;60;155-1;1
2100;G;60;155-1;1
2200;G;60;155-1;1
2300;G;60;155-1;1
2400;G;60;155-1;1
2500;G;60;155-1;1
2600;G;60;155-1;1
2700;G;60;155-1;1
2800;G;60;155-1;1
2900;G;60;155-1;1
3000;G;60;155-1;1
3100;G;60;155-1;1
3200;G;60;155-1;1
500;P;60;155-1;1
600;P;60;155-1;1
700;P;60;155-1;1
800;P;60;155-1;1
900;P;60;155-1;1
1000;P;60;155-1;1
1100;P;60;155-1;1
1200;P;60;155-1;1
1300;P;60;155-1;1
1400;P;60;155-1;1
1500;P;60;155-1;1
1600;P;60;155-1;1
1700;P;60;155-1;1
1800;P;60;155-1;1
1900;P;60;155-1;1
2000;P;60;155-1;1
2100;P;60;155-1;1
2200;P;60;155-1;1
2300;P;60;155-1;1
2400;P;60;155-1;1
2500;P;60;155-1;1
2600;P;60;155-1;1
2700;P;60;155-1;1
2800;P;60;155-1;1
2900;P;60;155-1;1
3000;P;60;155-1;1
3100;P;60;155-1;1
3200;P;60;155-1;1
500;G;70;155-1;1
600;G;70;155-1;1
700;G;70;155-1;1
800;G;70;155-1;1
900;G;70;155-1;1
1000;G;70;155-1;1
1100;G;70;155-1;1
1200;G;70;155-1;1
1300;G;70;155-1;1
1400;G;70;155-1;1
1500;G;70;155-1;1
1600;G;70;155-1;1
1700;G;70;155-1;1
1800;G;70;155-1;1
1900;G;70;155-1;1
2000;G;70;155-1;1
2100;G;70;155-1;1
2200;G;70;155-1;1
2300;G;70;155-1;1
2400;G;70;155-1;1
2500;G;70;155-1;1
2600;G;70;155-1;1
2700;G;70;155-1;1
2800;G;70;155-1;1
2900;G;70;155-1;1
3000;G;70;155-1;1
3100;G;70;155-1;1
3200;G;70;155-1;1
500;P;70;155-1;1
600;P;70;155-1;1
700;P;70;155-1;1
800;P;70;155-1;1
900;P;70;155-1;1
1000;P;70;155-1;1
1100;P;70;155-1;1
1200;P;70;155-1;1
1300;P;70;155-1;1
1400;P;70;155-1;1
1500;P;70;155-1;1
1600;P;70;155-1;1
1700;P;70;155-1;1
1800;P;70;155-1;1
1900;P;70;155-1;1
2000;P;70;155-1;1
2100;P;70;155-1;1
2200;P;70;155-1;1
2300;P;70;155-1;1
2400;P;70;155-1;1
2500;P;70;155-1;1
2600;P;70;155-1;1
2700;P;70;155-1;1
2800;P;70;155-1;1
2900;P;70;155-1;1
3000;P;70;155-1;1
3100;P;70;155-1;1
3200;P;70;155-1;1
500;G;80;155-1;1
600;G;80;155-1;1
700;G;80;155-1;1
800;G;80;155-1;1
900;G;80;155-1;1
1000;G;80;155-1;1
1100;G;80;155-1;1
1200;G;80;155-1;1
1300;G;80;155-1;1
1400;G;80;155-1;1
1500;G;80;155-1;1
1600;G;80;155-1;1
1700;G;80;155-1;1
1800;G;80;155-1;1
1900;G;80;155-1;1
2000;G;80;155-1;1
2100;G;80;155-1;1
2200;G;80;155-1;1
2300;G;80;155-1;1
2400;G;80;155-1;1
2500;G;80;155-1;1
2600;G;80;155-1;1
2700;G;80;155-1;1
2800;G;80;155-1;1
2900;G;80;155-1;1
3000;G;80;155-1;1
3100;G;80;155-1;1
3200;G;80;155-1;1
500;P;80;155-1;1
600;P;80;155-1;1
700;P;80;155-1;1
800;P;80;155-1;1
900;P;80;155-1;1
1000;P;80;155-1;1
1100;P;80;155-1;1
1200;P;80;155-1;1
1300;P;80;155-1;1
1400;P;80;155-1;1
1500;P;80;155-1;1
1600;P;80;155-1;1
1700;P;80;155-1;1
1800;P;80;155-1;1
1900;P;80;155-1;1
2000;P;80;155-1;1
2100;P;80;155-1;1
2200;P;80;155-1;1
2300;P;80;155-1;1
2400;P;80;155-1;1
2500;P;80;155-1;1
2600;P;80;155-1;1
2700;P;80;155-1;1
2800;P;80;155-1;1
2900;P;80;155-1;1
3000;P;80;155-1;1
3100;P;80;155-1;1
3200;P;80;155-1;1
500;G;90;155-1;1
600;G;90;155-1;1
700;G;90;155-1;1
800;G;90;155-1;1
900;G;90;155-1;1
1000;G;90;155-1;1
1100;G;90;155-1;1
1200;G;90;155-1;1
1300;G;90;155-1;1
1400;G;90;155-1;1
1500;G;90;155-1;1
1600;G;90;155-1;1
1700;G;90;155-1;1
1800;G;90;155-1;1
1900;G;90;155-1;1
2000;G;90;155-1;1
2100;G;90;155-1;1
2200;G;90;155-1;1
2300;G;90;155-1;1
2400;G;90;155-1;1
2500;G;90;155-1;1
2600;G;90;155-1;1
2700;G;90;155-1;1
2800;G;90;155-1;1
2900;G;90;155-1;1
3000;G;90;155-1;1
3100;G;90;155-1;1
3200;G;90;155-1;1
500;P;90;155-1;1
600;P;90;155-1;1
700;P;90;155-1;1
800;P;90;155-1;1
900;P;90;155-1;1
1000;P;90;155-1;1
1100;P;90;155-1;1
1200;P;90;155-1;1
1300;P;90;155-1;1
1400;P;90;155-1;1
1500;P;90;155-1;1
1600;P;90;155-1;1
1700;P;90;155-1;1
1800;P;90;155-1;1
1900;P;90;155-1;1
2000;P;90;155-1;1
2100;P;90;155-1;1
2200;P;90;155-1;1
2300;P;90;155-1;1
2400;P;90;155-1;1
2500;P;90;155-1;1
2600;P;90;155-1;1
2700;P;90;155-1;1
2800;P;90;155-1;1
2900;P;90;155-1;1
3000;P;90;155-1;1
3100;P;90;155-1;1
3200;P;90;155-1;1
500;G;100;155-1;1
600;G;100;155-1;1
700;G;100;155-1;1
800;G;100;155-1;1
900;G;100;155-1;1
1000;G;100;155-1;1
1100;G;100;155-1;1
1200;G;100;155-1;1
1300;G;100;155-1;1
1400;G;100;155-1;1
1500;G;100;155-1;1
1600;G;100;155-1;1
1700;G;100;155-1;1
1800;G;100;155-1;1
1900;G;100;155-1;1
2000;G;100;155-1;1
2100;G;100;155-1;1
2200;G;100;155-1;1
2300;G;100;155-1;1
2400;G;100;155-1;1
2500;G;100;155-1;1
2600;G;100;155-1;1
2700;G;100;155-1;1
2800;G;100;155-1;1
2900;G;100;155-1;1
3000;G;100;155-1;1
3100;G;100;155-1;1
3200;G;100;155-1;1
500;P;100;155-1;1
600;P;100;155-1;1
700;P;100;155-1;1
800;P;100;155-1;1
900;P;100;155-1;1
1000;P;100;155-1;1
1100;P;100;155-1;1
1200;P;100;155-1;1
1300;P;100;155-1;1
1400;P;100;155-1;1
1500;P;100;155-1;1
1600;P;100;155-1;1
1700;P;100;155-1;1
1800;P;100;155-1;1
1900;P;100;155-1;1
2000;P;100;155-1;1
2100;P;100;155-1;1
2200;P;100;155-1;1
2300;P;100;155-1;1
2400;P;100;155-1;1
2500;P;100;155-1;1
2600;P;100;155-1;1
2700;P;100;155-1;1
2800;P;100;155-1;1
2900;P;100;155-1;1
3000;P;100;155-1;1
3100;P;100;155-1;1
3200;P;100;155-1;1
600;G;30;156-1;1
700;G;30;156-1;1
800;G;30;156-1;1
900;G;30;156-1;1
1000;G;30;156-1;1
1100;G;30;156-1;1
1200;G;30;156-1;1
1300;G;30;156-1;1
1400;G;30;156-1;1
1500;G;30;156-1;1
1600;G;30;156-1;1
1700;G;30;156-1;1
1800;G;30;156-1;1
1900;G;30;156-1;1
2000;G;30;156-1;1
2100;G;30;156-1;1
2200;G;30;156-1;1
2300;G;30;156-1;1
2400;G;30;156-1;1
2500;G;30;156-1;1
600;P;30;156-1;1
700;P;30;156-1;1
800;P;30;156-1;1
900;P;30;156-1;1
1000;P;30;156-1;1
1100;P;30;156-1;1
1200;P;30;156-1;1
1300;P;30;156-1;1
1400;P;30;156-1;1
1500;P;30;156-1;1
1600;P;30;156-1;1
1700;P;30;156-1;1
1800;P;30;156-1;1
1900;P;30;156-1;1
2000;P;30;156-1;1
2100;P;30;156-1;1
2200;P;30;156-1;1
2300;P;30;156-1;1
2400;P;30;156-1;1
2500;P;30;156-1;1
600;G;40;156-1;1
700;G;40;156-1;1
800;G;40;156-1;1
900;G;40;156-1;1
1000;G;40;156-1;1
1100;G;40;156-1;1
1200;G;40;156-1;1
1300;G;40;156-1;1
1400;G;40;156-1;1
1500;G;40;156-1;1
1600;G;40;156-1;1
1700;G;40;156-1;1
1800;G;40;156-1;1
1900;G;40;156-1;1
2000;G;40;156-1;1
2100;G;40;156-1;1
2200;G;40;156-1;1
2300;G;40;156-1;1
2400;G;40;156-1;1
2500;G;40;156-1;1
600;P;40;156-1;1
700;P;40;156-1;1
800;P;40;156-1;1
900;P;40;156-1;1
1000;P;40;156-1;1
1100;P;40;156-1;1
1200;P;40;156-1;1
1300;P;40;156-1;1
1400;P;40;156-1;1
1500;P;40;156-1;1
1600;P;40;156-1;1
1700;P;40;156-1;1
1800;P;40;156-1;1
1900;P;40;156-1;1
2000;P;40;156-1;1
2100;P;40;156-1;1
2200;P;40;156-1;1
2300;P;40;156-1;1
2400;P;40;156-1;1
2500;P;40;156-1;1
600;G;50;156-1;1
700;G;50;156-1;1
800;G;50;156-1;1
900;G;50;156-1;1
1000;G;50;156-1;1
1100;G;50;156-1;1
1200;G;50;156-1;1
1300;G;50;156-1;1
1400;G;50;156-1;1
1500;G;50;156-1;1
1600;G;50;156-1;1
1700;G;50;156-1;1
1800;G;50;156-1;1
1900;G;50;156-1;1
2000;G;50;156-1;1
2100;G;50;156-1;1
2200;G;50;156-1;1
2300;G;50;156-1;1
2400;G;50;156-1;1
2500;G;50;156-1;1
600;P;50;156-1;1
700;P;50;156-1;1
800;P;50;156-1;1
900;P;50;156-1;1
1000;P;50;156-1;1
1100;P;50;156-1;1
1200;P;50;156-1;1
1300;P;50;156-1;1
1400;P;50;156-1;1
1500;P;50;156-1;1
1600;P;50;156-1;1
1700;P;50;156-1;1
1800;P;50;156-1;1
1900;P;50;156-1;1
2000;P;50;156-1;1
2100;P;50;156-1;1
2200;P;50;156-1;1
2300;P;50;156-1;1
2400;P;50;156-1;1
2500;P;50;156-1;1
600;G;60;156-1;1
700;G;60;156-1;1
800;G;60;156-1;1
900;G;60;156-1;1
1000;G;60;156-1;1
1100;G;60;156-1;1
1200;G;60;156-1;1
1300;G;60;156-1;1
1400;G;60;156-1;1
1500;G;60;156-1;1
1600;G;60;156-1;1
1700;G;60;156-1;1
1800;G;60;156-1;1
1900;G;60;156-1;1
2000;G;60;156-1;1
2100;G;60;156-1;1
2200;G;60;156-1;1
2300;G;60;156-1;1
2400;G;60;156-1;1
2500;G;60;156-1;1
600;P;60;156-1;1
700;P;60;156-1;1
800;P;60;156-1;1
900;P;60;156-1;1
1000;P;60;156-1;1
1100;P;60;156-1;1
1200;P;60;156-1;1
1300;P;60;156-1;1
1400;P;60;156-1;1
1500;P;60;156-1;1
1600;P;60;156-1;1
1700;P;60;156-1;1
1800;P;60;156-1;1
1900;P;60;156-1;1
2000;P;60;156-1;1
2100;P;60;156-1;1
2200;P;60;156-1;1
2300;P;60;156-1;1
2400;P;60;156-1;1
2500;P;60;156-1;1
600;G;70;156-1;1
700;G;70;156-1;1
800;G;70;156-1;1
900;G;70;156-1;1
1000;G;70;156-1;1
1100;G;70;156-1;1
1200;G;70;156-1;1
1300;G;70;156-1;1
1400;G;70;156-1;1
1500;G;70;156-1;1
1600;G;70;156-1;1
1700;G;70;156-1;1
1800;G;70;156-1;1
1900;G;70;156-1;1
2000;G;70;156-1;1
2100;G;70;156-1;1
2200;G;70;156-1;1
2300;G;70;156-1;1
2400;G;70;156-1;1
2500;G;70;156-1;1
600;P;70;156-1;1
700;P;70;156-1;1
800;P;70;156-1;1
900;P;70;156-1;1
1000;P;70;156-1;1
1100;P;70;156-1;1
1200;P;70;156-1;1
1300;P;70;156-1;1
1400;P;70;156-1;1
1500;P;70;156-1;1
1600;P;70;156-1;1
1700;P;70;156-1;1
1800;P;70;156-1;1
1900;P;70;156-1;1
2000;P;70;156-1;1
2100;P;70;156-1;1
2200;P;70;156-1;1
2300;P;70;156-1;1
2400;P;70;156-1;1
2500;P;70;156-1;1
600;G;80;156-1;1
700;G;80;156-1;1
800;G;80;156-1;1
900;G;80;156-1;1
1000;G;80;156-1;1
1100;G;80;156-1;1
1200;G;80;156-1;1
1300;G;80;156-1;1
1400;G;80;156-1;1
1500;G;80;156-1;1
1600;G;80;156-1;1
1700;G;80;156-1;1
1800;G;80;156-1;1
1900;G;80;156-1;1
2000;G;80;156-1;1
2100;G;80;156-1;1
2200;G;80;156-1;1
2300;G;80;156-1;1
2400;G;80;156-1;1
2500;G;80;156-1;1
600;P;80;156-1;1
700;P;80;156-1;1
800;P;80;156-1;1
900;P;80;156-1;1
1000;P;80;156-1;1
1100;P;80;156-1;1
1200;P;80;156-1;1
1300;P;80;156-1;1
1400;P;80;156-1;1
1500;P;80;156-1;1
1600;P;80;156-1;1
1700;P;80;156-1;1
1800;P;80;156-1;1
1900;P;80;156-1;1
2000;P;80;156-1;1
2100;P;80;156-1;1
2200;P;80;156-1;1
2300;P;80;156-1;1
2400;P;80;156-1;1
2500;P;80;156-1;1
600;G;90;156-1;1
700;G;90;156-1;1
800;G;90;156-1;1
900;G;90;156-1;1
1000;G;90;156-1;1
1100;G;90;156-1;1
1200;G;90;156-1;1
1300;G;90;156-1;1
1400;G;90;156-1;1
1500;G;90;156-1;1
1600;G;90;156-1;1
1700;G;90;156-1;1
1800;G;90;156-1;1
1900;G;90;156-1;1
2000;G;90;156-1;1
2100;G;90;156-1;1
2200;G;90;156-1;1
2300;G;90;156-1;1
2400;G;90;156-1;1
2500;G;90;156-1;1
600;P;90;156-1;1
700;P;90;156-1;1
800;P;90;156-1;1
900;P;90;156-1;1
1000;P;90;156-1;1
1100;P;90;156-1;1
1200;P;90;156-1;1
1300;P;90;156-1;1
1400;P;90;156-1;1
1500;P;90;156-1;1
1600;P;90;156-1;1
1700;P;90;156-1;1
1800;P;90;156-1;1
1900;P;90;156-1;1
2000;P;90;156-1;1
2100;P;90;156-1;1
2200;P;90;156-1;1
2300;P;90;156-1;1
2400;P;90;156-1;1
2500;P;90;156-1;1
600;G;100;156-1;1
700;G;100;156-1;1
800;G;100;156-1;1
900;G;100;156-1;1
1000;G;100;156-1;1
1100;G;100;156-1;1
1200;G;100;156-1;1
1300;G;100;156-1;1
1400;G;100;156-1;1
1500;G;100;156-1;1
1600;G;100;156-1;1
1700;G;100;156-1;1
1800;G;100;156-1;1
1900;G;100;156-1;1
2000;G;100;156-1;1
2100;G;100;156-1;1
2200;G;100;156-1;1
2300;G;100;156-1;1
2400;G;100;156-1;1
2500;G;100;156-1;1
600;P;100;156-1;1
700;P;100;156-1;1
800;P;100;156-1;1
900;P;100;156-1;1
1000;P;100;156-1;1
1100;P;100;156-1;1
1200;P;100;156-1;1
1300;P;100;156-1;1
1400;P;100;156-1;1
1500;P;100;156-1;1
1600;P;100;156-1;1
1700;P;100;156-1;1
1800;P;100;156-1;1
1900;P;100;156-1;1
2000;P;100;156-1;1
2100;P;100;156-1;1
2200;P;100;156-1;1
2300;P;100;156-1;1
2400;P;100;156-1;1
2500;P;100;156-1;1
700;G;30;180-1;1
800;G;30;180-1;1
900;G;30;180-1;1
1000;G;30;180-1;1
1100;G;30;180-1;1
1200;G;30;180-1;1
1300;G;30;180-1;1
1400;G;30;180-1;1
1500;G;30;180-1;1
1600;G;30;180-1;1
1700;G;30;180-1;1
1800;G;30;180-1;1
1900;G;30;180-1;1
2000;G;30;180-1;1
2100;G;30;180-1;1
2200;G;30;180-1;1
2300;G;30;180-1;1
2400;G;30;180-1;1
2500;G;30;180-1;1
2600;G;30;180-1;1
700;P;30;180-1;1
800;P;30;180-1;1
900;P;30;180-1;1
1000;P;30;180-1;1
1100;P;30;180-1;1
1200;P;30;180-1;1
1300;P;30;180-1;1
1400;P;30;180-1;1
1500;P;30;180-1;1
1600;P;30;180-1;1
1700;P;30;180-1;1
1800;P;30;180-1;1
1900;P;30;180-1;1
2000;P;30;180-1;1
2100;P;30;180-1;1
2200;P;30;180-1;1
2300;P;30;180-1;1
2400;P;30;180-1;1
2500;P;30;180-1;1
2600;P;30;180-1;1
700;G;40;180-1;1
800;G;40;180-1;1
900;G;40;180-1;1
1000;G;40;180-1;1
1100;G;40;180-1;1
1200;G;40;180-1;1
1300;G;40;180-1;1
1400;G;40;180-1;1
1500;G;40;180-1;1
1600;G;40;180-1;1
1700;G;40;180-1;1
1800;G;40;180-1;1
1900;G;40;180-1;1
2000;G;40;180-1;1
2100;G;40;180-1;1
2200;G;40;180-1;1
2300;G;40;180-1;1
2400;G;40;180-1;1
2500;G;40;180-1;1
2600;G;40;180-1;1
700;P;40;180-1;1
800;P;40;180-1;1
900;P;40;180-1;1
1000;P;40;180-1;1
1100;P;40;180-1;1
1200;P;40;180-1;1
1300;P;40;180-1;1
1400;P;40;180-1;1
1500;P;40;180-1;1
1600;P;40;180-1;1
1700;P;40;180-1;1
1800;P;40;180-1;1
1900;P;40;180-1;1
2000;P;40;180-1;1
2100;P;40;180-1;1
2200;P;40;180-1;1
2300;P;40;180-1;1
2400;P;40;180-1;1
2500;P;40;180-1;1
2600;P;40;180-1;1
700;G;50;180-1;1
800;G;50;180-1;1
900;G;50;180-1;1
1000;G;50;180-1;1
1100;G;50;180-1;1
1200;G;50;180-1;1
1300;G;50;180-1;1
1400;G;50;180-1;1
1500;G;50;180-1;1
1600;G;50;180-1;1
1700;G;50;180-1;1
1800;G;50;180-1;1
1900;G;50;180-1;1
2000;G;50;180-1;1
2100;G;50;180-1;1
2200;G;50;180-1;1
2300;G;50;180-1;1
2400;G;50;180-1;1
2500;G;50;180-1;1
2600;G;50;180-1;1
700;P;50;180-1;1
800;P;50;180-1;1
900;P;50;180-1;1
1000;P;50;180-1;1
1100;P;50;180-1;1
1200;P;50;180-1;1
1300;P;50;180-1;1
1400;P;50;180-1;1
1500;P;50;180-1;1
1600;P;50;180-1;1
1700;P;50;180-1;1
1800;P;50;180-1;1
1900;P;50;180-1;1
2000;P;50;180-1;1
2100;P;50;180-1;1
2200;P;50;180-1;1
2300;P;50;180-1;1
2400;P;50;180-1;1
2500;P;50;180-1;1
2600;P;50;180-1;1
700;G;60;180-1;1
800;G;60;180-1;1
900;G;60;180-1;1
1000;G;60;180-1;1
1100;G;60;180-1;1
1200;G;60;180-1;1
1300;G;60;180-1;1
1400;G;60;180-1;1
1500;G;60;180-1;1
1600;G;60;180-1;1
1700;G;60;180-1;1
1800;G;60;180-1;1
1900;G;60;180-1;1
2000;G;60;180-1;1
2100;G;60;180-1;1
2200;G;60;180-1;1
2300;G;60;180-1;1
2400;G;60;180-1;1
2500;G;60;180-1;1
2600;G;60;180-1;1
700;P;60;180-1;1
800;P;60;180-1;1
900;P;60;180-1;1
1000;P;60;180-1;1
1100;P;60;180-1;1
1200;P;60;180-1;1
1300;P;60;180-1;1
1400;P;60;180-1;1
1500;P;60;180-1;1
1600;P;60;180-1;1
1700;P;60;180-1;1
1800;P;60;180-1;1
1900;P;60;180-1;1
2000;P;60;180-1;1
2100;P;60;180-1;1
2200;P;60;180-1;1
2300;P;60;180-1;1
2400;P;60;180-1;1
2500;P;60;180-1;1
2600;P;60;180-1;1
700;G;70;180-1;1
800;G;70;180-1;1
900;G;70;180-1;1
1000;G;70;180-1;1
1100;G;70;180-1;1
1200;G;70;180-1;1
1300;G;70;180-1;1
1400;G;70;180-1;1
1500;G;70;180-1;1
1600;G;70;180-1;1
1700;G;70;180-1;1
1800;G;70;180-1;1
1900;G;70;180-1;1
2000;G;70;180-1;1
2100;G;70;180-1;1
2200;G;70;180-1;1
2300;G;70;180-1;1
2400;G;70;180-1;1
2500;G;70;180-1;1
2600;G;70;180-1;1
700;P;70;180-1;1
800;P;70;180-1;1
900;P;70;180-1;1
1000;P;70;180-1;1
1100;P;70;180-1;1
1200;P;70;180-1;1
1300;P;70;180-1;1
1400;P;70;180-1;1
1500;P;70;180-1;1
1600;P;70;180-1;1
1700;P;70;180-1;1
1800;P;70;180-1;1
1900;P;70;180-1;1
2000;P;70;180-1;1
2100;P;70;180-1;1
2200;P;70;180-1;1
2300;P;70;180-1;1
2400;P;70;180-1;1
2500;P;70;180-1;1
2600;P;70;180-1;1
700;G;80;180-1;1
800;G;80;180-1;1
900;G;80;180-1;1
1000;G;80;180-1;1
1100;G;80;180-1;1
1200;G;80;180-1;1
1300;G;80;180-1;1
1400;G;80;180-1;1
1500;G;80;180-1;1
1600;G;80;180-1;1
1700;G;80;180-1;1
1800;G;80;180-1;1
1900;G;80;180-1;1
2000;G;80;180-1;1
2100;G;80;180-1;1
2200;G;80;180-1;1
2300;G;80;180-1;1
2400;G;80;180-1;1
2500;G;80;180-1;1
2600;G;80;180-1;1
700;P;80;180-1;1
800;P;80;180-1;1
900;P;80;180-1;1
1000;P;80;180-1;1
1100;P;80;180-1;1
1200;P;80;180-1;1
1300;P;80;180-1;1
1400;P;80;180-1;1
1500;P;80;180-1;1
1600;P;80;180-1;1
1700;P;80;180-1;1
1800;P;80;180-1;1
1900;P;80;180-1;1
2000;P;80;180-1;1
2100;P;80;180-1;1
2200;P;80;180-1;1
2300;P;80;180-1;1
2400;P;80;180-1;1
2500;P;80;180-1;1
2600;P;80;180-1;1
700;G;90;180-1;1
800;G;90;180-1;1
900;G;90;180-1;1
1000;G;90;180-1;1
1100;G;90;180-1;1
1200;G;90;180-1;1
1300;G;90;180-1;1
1400;G;90;180-1;1
1500;G;90;180-1;1
1600;G;90;180-1;1
1700;G;90;180-1;1
1800;G;90;180-1;1
1900;G;90;180-1;1
2000;G;90;180-1;1
2100;G;90;180-1;1
2200;G;90;180-1;1
2300;G;90;180-1;1
2400;G;90;180-1;1
2500;G;90;180-1;1
2600;G;90;180-1;1
700;P;90;180-1;1
800;P;90;180-1;1
900;P;90;180-1;1
1000;P;90;180-1;1
1100;P;90;180-1;1
1200;P;90;180-1;1
1300;P;90;180-1;1
1400;P;90;180-1;1
1500;P;90;180-1;1
1600;P;90;180-1;1
1700;P;90;180-1;1
1800;P;90;180-1;1
1900;P;90;180-1;1
2000;P;90;180-1;1
2100;P;90;180-1;1
2200;P;90;180-1;1
2300;P;90;180-1;1
2400;P;90;180-1;1
2500;P;90;180-1;1
2600;P;90;180-1;1
700;G;100;180-1;1
800;G;100;180-1;1
900;G;100;180-1;1
1000;G;100;180-1;1
1100;G;100;180-1;1
1200;G;100;180-1;1
1300;G;100;180-1;1
1400;G;100;180-1;1
1500;G;100;180-1;1
1600;G;100;180-1;1
1700;G;100;180-1;1
1800;G;100;180-1;1
1900;G;100;180-1;1
2000;G;100;180-1;1
2100;G;100;180-1;1
2200;G;100;180-1;1
2300;G;100;180-1;1
2400;G;100;180-1;1
2500;G;100;180-1;1
2600;G;100;180-1;1
700;P;100;180-1;1
800;P;100;180-1;1
900;P;100;180-1;1
1000;P;100;180-1;1
1100;P;100;180-1;1
1200;P;100;180-1;1
1300;P;100;180-1;1
1400;P;100;180-1;1
1500;P;100;180-1;1
1600;P;100;180-1;1
1700;P;100;180-1;1
1800;P;100;180-1;1
1900;P;100;180-1;1
2000;P;100;180-1;1
2100;P;100;180-1;1
2200;P;100;180-1;1
2300;P;100;180-1;1
2400;P;100;180-1;1
2500;P;100;180-1;1
2600;P;100;180-1;1
1300;G;30;181-2;1
1400;G;30;181-2;1
1500;G;30;181-2;1
1600;G;30;181-2;1
1300;P;30;181-2;1
1400;P;30;181-2;1
1500;P;30;181-2;1
1600;P;30;181-2;1
1300;G;40;181-2;1
1400;G;40;181-2;1
1500;G;40;181-2;1
1600;G;40;181-2;1
1300;P;40;181-2;1
1400;P;40;181-2;1
1500;P;40;181-2;1
1600;P;40;181-2;1
1300;G;50;181-2;1
1400;G;50;181-2;1
1500;G;50;181-2;1
1600;G;50;181-2;1
1300;P;50;181-2;1
1400;P;50;181-2;1
1500;P;50;181-2;1
1600;P;50;181-2;1
1300;G;60;181-2;1
1400;G;60;181-2;1
1500;G;60;181-2;1
1600;G;60;181-2;1
1300;P;60;181-2;1
1400;P;60;181-2;1
1500;P;60;181-2;1
1600;P;60;181-2;1
1300;G;70;181-2;1
1400;G;70;181-2;1
1500;G;70;181-2;1
1600;G;70;181-2;1
1300;P;70;181-2;1
1400;P;70;181-2;1
1500;P;70;181-2;1
1600;P;70;181-2;1
1300;G;80;181-2;1
1400;G;80;181-2;1
1500;G;80;181-2;1
1600;G;80;181-2;1
1300;P;80;181-2;1
1400;P;80;181-2;1
1500;P;80;181-2;1
1600;P;80;181-2;1
1300;G;90;181-2;1
1400;G;90;181-2;1
1500;G;90;181-2;1
1600;G;90;181-2;1
1300;P;90;181-2;1
1400;P;90;181-2;1
1500;P;90;181-2;1
1600;P;90;181-2;1
1300;G;100;181-2;1
1400;G;100;181-2;1
1500;G;100;181-2;1
1600;G;100;181-2;1
1300;P;100;181-2;1
1400;P;100;181-2;1
1500;P;100;181-2;1
1600;P;100;181-2;1
600;G;30;182-1;1
700;G;30;182-1;1
800;G;30;182-1;1
900;G;30;182-1;1
1000;G;30;182-1;1
1100;G;30;182-1;1
1200;G;30;182-1;1
1300;G;30;182-1;1
1400;G;30;182-1;1
1500;G;30;182-1;1
1600;G;30;182-1;1
1700;G;30;182-1;1
1800;G;30;182-1;1
1900;G;30;182-1;1
2000;G;30;182-1;1
2100;G;30;182-1;1
2200;G;30;182-1;1
2300;G;30;182-1;1
600;P;30;182-1;1
700;P;30;182-1;1
800;P;30;182-1;1
900;P;30;182-1;1
1000;P;30;182-1;1
1100;P;30;182-1;1
1200;P;30;182-1;1
1300;P;30;182-1;1
1400;P;30;182-1;1
1500;P;30;182-1;1
1600;P;30;182-1;1
1700;P;30;182-1;1
1800;P;30;182-1;1
1900;P;30;182-1;1
2000;P;30;182-1;1
2100;P;30;182-1;1
2200;P;30;182-1;1
2300;P;30;182-1;1
600;G;40;182-1;1
700;G;40;182-1;1
800;G;40;182-1;1
900;G;40;182-1;1
1000;G;40;182-1;1
1100;G;40;182-1;1
1200;G;40;182-1;1
1300;G;40;182-1;1
1400;G;40;182-1;1
1500;G;40;182-1;1
1600;G;40;182-1;1
1700;G;40;182-1;1
1800;G;40;182-1;1
1900;G;40;182-1;1
2000;G;40;182-1;1
2100;G;40;182-1;1
2200;G;40;182-1;1
2300;G;40;182-1;1
600;P;40;182-1;1
700;P;40;182-1;1
800;P;40;182-1;1
900;P;40;182-1;1
1000;P;40;182-1;1
1100;P;40;182-1;1
1200;P;40;182-1;1
1300;P;40;182-1;1
1400;P;40;182-1;1
1500;P;40;182-1;1
1600;P;40;182-1;1
1700;P;40;182-1;1
1800;P;40;182-1;1
1900;P;40;182-1;1
2000;P;40;182-1;1
2100;P;40;182-1;1
2200;P;40;182-1;1
2300;P;40;182-1;1
600;G;50;182-1;1
700;G;50;182-1;1
